student_id,math_score,science_score,english_score,cs_score,prog_skill,web_dev_skill,db_skill,networking_skill,ml_skill,mobile_skill,cloud_skill,data_analysis_skill,communication,teamwork,leadership,adaptability,problem_solving,interest_tech,interest_mgmt,interest_science,interest_design,interest_health,interest_finance,interest_edu,personality_score,career_label
376,87.2,92.5,56.8,72.4,2,1,1,1,3,1,0,2,3,4,2,3,4,0,1,1,0,0,1,0,0.5514157393942248,Data Scientist
377,79.0,100.0,74.4,83.0,1,1,2,1,3,0,1,3,4,2,2,3,4,0,1,0,0,0,0,0,0.32695073083012993,Data Scientist
378,93.6,98.5,74.7,61.1,2,1,2,0,3,0,1,2,3,2,1,4,4,1,0,0,0,0,1,1,0.6529413071656048,Data Scientist
379,86.8,85.5,56.1,78.5,2,1,2,1,3,0,0,3,3,4,1,3,4,1,0,0,0,0,0,0,0.4050183788255082,Data Scientist
380,98.3,86.2,69.6,82.3,3,1,3,1,2,0,1,3,4,3,3,3,5,1,0,1,0,0,0,0,0.39994481329664316,Data Scientist
381,86.8,63.9,67.8,81.0,3,2,2,2,3,1,1,2,3,2,2,4,4,1,0,1,0,0,0,1,0.6222136299596149,Data Scientist
382,86.5,73.3,73.6,77.9,3,1,3,1,3,0,0,3,2,3,2,3,5,1,0,0,0,0,1,0,0.4276299253405638,Data Scientist
383,85.6,67.2,83.3,79.4,2,2,2,0,3,0,0,3,3,3,1,4,4,1,0,1,0,1,1,0,0.45563296149908444,Data Scientist
384,100.0,76.2,73.0,68.1,1,2,2,2,3,0,0,3,2,2,3,3,4,1,0,1,0,0,1,0,0.44577475947714923,Data Scientist
385,93.6,78.5,54.1,92.8,3,1,1,0,3,0,1,3,4,4,1,3,4,1,1,1,1,0,0,1,0.5172117511519337,Data Scientist
386,89.6,94.1,64.7,70.4,3,1,3,1,3,0,0,3,3,1,2,3,4,1,0,1,0,0,1,0,0.539723287119706,Data Scientist
387,75.8,76.7,65.7,90.5,2,2,2,1,3,0,1,2,3,3,2,3,4,1,0,1,0,0,0,0,0.48482917569634915,Data Scientist
388,80.6,99.7,64.4,99.9,2,1,2,1,3,1,1,3,2,4,2,4,4,1,1,1,0,0,1,0,0.6252876922793121,Data Scientist
389,86.6,81.3,47.5,83.9,2,2,1,0,3,0,0,2,4,4,1,3,5,1,1,1,0,1,0,0,0.37859061633332,Data Scientist
390,82.1,83.4,74.4,81.3,2,1,2,1,3,0,1,3,3,3,1,2,4,1,1,1,0,0,0,0,0.7922854374771258,Data Scientist
391,88.6,80.7,82.1,66.9,2,0,1,0,3,0,1,3,3,2,2,2,5,1,1,1,0,0,0,1,0.19866293255638584,Data Scientist
392,79.5,90.4,59.2,76.4,2,2,3,2,2,0,1,3,3,3,1,2,3,1,0,1,0,0,0,0,0.25527531997008956,Data Scientist
393,84.6,86.0,62.4,76.9,3,1,1,1,3,0,1,3,3,4,1,3,3,1,0,1,1,1,1,1,0.5110635575098248,Data Scientist
394,85.7,77.8,59.1,76.1,3,1,1,2,3,0,2,3,2,4,3,3,4,1,0,1,0,0,1,0,0.24941363761217325,Data Scientist
395,84.4,77.9,69.2,63.9,1,1,1,2,3,0,2,3,3,4,2,3,5,1,0,1,0,0,0,1,0.4181633535240104,Data Scientist
396,95.4,84.2,61.1,89.7,2,2,2,0,3,0,1,3,3,3,1,2,5,0,0,1,0,0,0,0,0.514320107666139,Data Scientist
397,83.3,85.3,58.3,69.7,1,2,2,1,3,0,0,3,2,3,1,4,5,1,0,1,1,0,0,0,0.5712539324498562,Data Scientist
398,90.7,85.6,64.3,78.0,2,1,3,0,3,0,1,3,3,3,1,3,4,1,0,0,0,0,0,0,0.4448728006754266,Data Scientist
399,100.0,85.8,69.3,77.5,2,1,2,1,3,0,0,3,1,4,3,2,4,1,0,1,0,0,0,0,0.354468528869035,Data Scientist
400,82.5,77.6,68.1,78.5,2,0,1,1,3,0,1,3,4,2,2,3,4,0,0,0,0,0,0,0,0.6805706716322699,Data Scientist
401,92.3,69.5,85.2,61.4,2,1,2,2,2,0,0,3,3,4,2,4,4,1,0,1,0,0,0,0,0.38471277044922475,Data Scientist
402,86.3,73.8,62.0,72.4,3,0,3,2,3,0,0,3,3,3,2,4,4,1,0,0,0,0,0,0,0.4797662292796283,Data Scientist
403,95.8,79.5,70.5,66.5,3,2,2,1,3,2,2,3,2,2,1,3,4,1,0,1,0,0,0,0,0.42720733147920215,Data Scientist
404,91.6,88.1,60.5,62.8,2,1,1,2,3,0,1,3,2,4,4,2,4,0,0,1,0,0,1,1,0.5005514701348486,Data Scientist
405,85.5,74.0,74.9,93.9,2,1,1,1,3,0,1,3,3,1,2,2,3,1,1,1,0,0,0,0,0.5629784924598823,Data Scientist
406,82.5,70.1,80.1,83.2,2,2,1,0,3,0,1,3,3,3,2,4,4,1,0,1,0,0,0,0,0.4279520024752529,Data Scientist
407,89.0,88.4,62.0,61.3,2,1,3,0,3,0,1,3,3,4,1,3,4,0,0,1,0,0,0,1,0.8102375491545528,Data Scientist
408,83.6,79.8,86.0,79.2,1,1,2,0,3,0,1,2,3,3,2,3,4,1,0,1,0,0,0,0,0.4616651203458795,Data Scientist
409,98.4,83.4,67.4,82.8,2,1,2,2,3,0,0,3,3,3,1,2,4,1,0,1,0,0,0,0,0.6726962792814761,Data Scientist
410,94.1,89.6,62.4,77.7,2,1,2,1,2,0,1,3,2,3,2,3,3,1,0,1,0,0,1,0,0.6015103530890419,Data Scientist
411,100.0,91.9,51.9,69.2,1,1,1,1,3,0,1,3,3,3,2,3,4,1,0,1,0,0,0,0,0.45359700285233895,Data Scientist
412,91.4,72.7,54.1,67.2,2,2,2,1,3,0,1,3,3,2,2,3,4,1,0,1,0,1,0,1,0.5107298539445414,Data Scientist
413,84.3,92.5,77.3,75.0,2,1,1,0,3,0,1,3,4,3,3,2,2,1,0,1,0,0,1,0,0.492568204175712,Data Scientist
414,89.4,86.7,69.6,81.5,3,0,2,0,3,0,0,3,3,3,3,3,4,1,1,1,0,0,0,0,0.4429094431155854,Data Scientist
415,94.6,68.9,69.9,89.8,1,1,2,1,3,1,1,3,3,3,1,4,4,1,0,1,0,0,0,0,0.5092322235003867,Data Scientist
416,81.3,76.6,59.3,89.8,2,1,2,0,3,1,0,3,4,2,1,3,3,1,0,0,0,1,0,0,0.3329567198365841,Data Scientist
417,82.9,80.4,76.2,73.6,2,1,1,1,3,2,1,3,3,2,2,3,4,1,0,1,0,0,0,0,0.4674762078713806,Data Scientist
418,78.5,57.1,67.5,82.5,2,1,2,2,3,0,1,3,3,3,2,3,4,1,0,1,0,1,1,0,0.3823509100310385,Data Scientist
419,84.5,79.3,87.4,89.5,3,1,1,1,3,0,1,3,4,4,2,4,4,1,0,1,0,0,1,0,0.5693795718511839,Data Scientist
420,87.5,82.5,70.9,70.3,2,1,0,2,3,0,1,3,2,3,3,3,3,1,1,1,0,0,0,0,0.6866056305132053,Data Scientist
421,86.5,64.2,39.9,73.9,2,2,3,1,3,0,1,3,3,2,3,3,3,1,0,1,0,0,1,1,0.3323518544549616,Data Scientist
422,100.0,85.1,76.4,71.0,2,2,2,2,3,1,0,3,4,2,2,4,4,1,0,1,0,1,0,0,0.32303182630970284,Data Scientist
423,93.3,67.0,82.3,93.0,1,1,2,1,3,0,1,3,4,2,3,2,4,1,0,1,0,0,0,0,0.572789192751482,Data Scientist
424,92.2,72.6,90.6,65.0,2,2,2,2,3,0,1,3,4,2,1,3,4,1,0,1,0,0,0,0,0.4753932035484019,Data Scientist
425,89.0,79.8,64.9,81.2,2,1,2,1,3,0,0,3,2,2,1,3,4,1,0,0,0,0,0,0,0.19770468240218841,Data Scientist
426,85.2,79.9,59.5,85.5,2,1,2,1,3,0,1,3,3,3,1,3,3,1,0,1,0,0,1,0,0.7281650150042741,Data Scientist
427,94.2,97.1,62.7,68.6,1,0,2,2,3,0,1,3,4,3,1,3,4,1,0,1,0,0,0,0,0.3680603986233803,Data Scientist
428,100.0,62.4,69.8,76.7,2,1,2,0,2,1,0,3,3,3,2,3,3,1,1,1,0,0,0,1,0.4563436640996589,Data Scientist
429,81.2,79.3,55.4,75.2,1,0,3,0,3,1,1,3,3,4,1,3,3,0,0,1,0,0,0,0,0.39101984944767154,Data Scientist
430,71.5,85.4,75.2,74.1,2,3,2,0,3,0,1,2,2,4,2,2,5,1,0,1,0,0,0,0,0.5947346578659267,Data Scientist
431,76.6,84.2,76.8,86.2,2,3,1,0,3,2,0,3,4,3,2,3,4,1,0,1,0,0,0,0,0.6045658178455187,Data Scientist
432,68.5,82.0,61.1,81.5,3,1,2,0,3,1,0,2,5,3,2,4,4,1,0,1,0,1,1,0,0.6498047717446851,Data Scientist
433,95.6,70.0,57.3,69.0,1,1,3,1,2,1,2,3,3,3,3,3,3,1,0,0,0,0,0,1,0.544712790940861,Data Scientist
434,81.5,87.8,57.1,80.3,2,1,2,1,3,0,1,3,3,3,2,4,4,1,0,1,0,0,0,0,0.2574219169712042,Data Scientist
435,90.8,81.4,80.5,82.3,2,1,2,1,3,0,0,2,2,3,2,3,3,1,0,1,0,0,0,0,0.6861879536643514,Data Scientist
436,79.4,86.8,72.1,80.4,2,1,2,1,2,0,2,3,2,3,2,3,5,1,0,1,0,0,1,0,0.6733636524166733,Data Scientist
437,89.1,87.0,74.2,90.7,2,1,3,1,3,0,0,3,3,2,2,2,4,1,0,1,0,0,0,0,0.30478071032215104,Data Scientist
438,83.9,76.0,57.3,80.6,3,0,1,1,3,0,1,3,2,3,3,3,4,1,0,1,0,0,0,1,0.28894852566491247,Data Scientist
439,81.8,79.8,72.0,74.3,2,1,3,2,3,0,3,3,2,3,2,3,3,1,0,1,0,0,0,0,0.38821151484210703,Data Scientist
440,95.1,90.1,47.7,73.3,1,1,2,0,3,0,1,3,4,4,1,3,5,1,0,0,0,0,1,0,0.5218270301748864,Data Scientist
441,80.4,87.1,67.5,75.0,3,0,2,2,3,0,1,3,2,3,3,3,4,1,0,0,1,0,0,0,0.3687568855036219,Data Scientist
442,96.4,91.4,53.9,92.5,2,0,3,1,2,0,0,3,3,3,2,3,4,1,0,1,0,0,1,0,0.3380345461159078,Data Scientist
443,84.0,72.5,72.4,68.3,1,2,3,1,3,0,0,3,3,3,2,4,4,1,1,1,1,0,1,0,0.33393291316640134,Data Scientist
444,81.1,95.0,68.4,71.0,2,0,2,2,3,2,0,3,2,3,2,5,4,1,0,1,0,0,0,0,0.4382354669573025,Data Scientist
445,84.7,83.5,45.3,79.4,2,1,2,0,3,0,2,3,3,4,1,2,5,1,0,1,0,0,0,0,0.2742099106165208,Data Scientist
446,92.8,78.1,55.5,71.3,1,0,1,0,3,0,1,3,4,3,1,5,4,0,0,1,1,0,0,0,0.47284796898068365,Data Scientist
447,73.2,76.8,53.5,84.1,1,1,2,1,3,0,0,3,3,1,1,2,4,1,0,1,0,1,1,0,0.4982478989387379,Data Scientist
448,81.5,81.2,74.7,75.3,2,1,2,2,3,1,0,3,3,3,1,3,4,1,0,1,0,0,0,0,0.49286102419148875,Data Scientist
449,91.0,79.4,83.4,61.1,2,1,2,2,3,0,2,3,4,4,3,3,4,1,0,1,0,0,1,1,0.22071130556110707,Data Scientist
450,82.5,99.9,72.9,87.7,2,1,2,1,3,1,2,3,3,2,3,3,4,1,0,1,0,0,1,1,0.42156394567760164,Data Scientist
451,99.2,84.5,79.4,62.8,2,1,3,2,3,0,2,3,2,2,1,3,5,1,0,1,1,0,0,0,0.47667446995581514,Data Scientist
452,85.0,63.3,59.7,66.3,2,1,2,0,3,0,2,3,4,3,2,2,5,1,0,1,0,0,1,0,0.47498858695486607,Data Scientist
453,86.5,76.5,82.1,100.0,1,0,2,0,3,1,2,3,3,2,2,3,4,1,1,0,0,1,1,0,0.34372678477063634,Data Scientist
454,94.2,80.6,66.6,90.3,3,0,2,0,3,0,1,3,2,4,3,2,4,1,0,1,0,0,1,1,0.5597946206091475,Data Scientist
455,72.8,80.4,71.9,91.0,1,0,2,1,3,0,1,3,4,3,2,4,5,1,0,1,0,0,0,0,0.5899343032790713,Data Scientist
456,93.8,100.0,58.7,100.0,3,2,1,1,3,0,2,2,3,4,2,4,4,1,0,1,1,0,0,0,0.37384658452396474,AI/ML Engineer
457,97.1,82.8,42.2,84.1,3,2,1,1,3,0,3,3,3,3,1,3,4,1,0,1,0,0,0,0,0.4539456311617701,AI/ML Engineer
458,71.3,84.3,66.8,80.3,3,2,1,1,3,0,2,2,2,4,2,2,4,1,0,0,0,0,1,0,0.5281265403196028,AI/ML Engineer
459,84.3,76.0,55.0,92.7,3,1,2,2,3,0,1,3,3,3,1,2,4,1,0,1,0,1,0,1,0.22268426011691067,AI/ML Engineer
460,86.8,84.8,82.5,92.2,3,0,1,1,3,0,2,3,4,3,1,2,4,1,0,1,0,0,0,0,0.2754612892468919,AI/ML Engineer
461,92.5,88.8,64.6,92.2,3,1,0,1,3,0,1,3,2,3,2,2,4,1,0,0,0,0,0,0,0.470490214134325,AI/ML Engineer
462,77.7,79.1,69.9,81.6,3,1,1,2,3,0,1,3,3,2,2,2,5,1,0,1,0,0,0,0,0.054927524198261024,AI/ML Engineer
463,77.0,90.3,51.6,79.6,3,1,2,2,3,1,2,3,2,4,3,3,4,1,0,1,0,0,0,0,0.3972903762087886,AI/ML Engineer
464,90.3,81.4,67.9,92.7,3,2,1,2,3,1,2,3,3,3,2,4,4,1,0,1,0,0,0,1,0.6071568437789728,AI/ML Engineer
465,97.7,86.6,85.0,86.6,3,2,1,2,3,0,1,3,3,4,3,3,4,1,0,1,0,0,0,1,0.48492756037799606,AI/ML Engineer
466,88.0,79.1,78.3,68.2,3,1,2,0,3,0,2,3,2,3,3,3,4,1,0,1,1,0,1,0,0.45371131793732616,AI/ML Engineer
467,86.7,77.1,63.6,91.5,3,0,1,0,3,1,2,3,4,3,2,5,5,1,0,1,0,0,0,0,0.1691393211281471,AI/ML Engineer
468,93.9,82.3,54.5,77.5,3,0,2,0,3,0,2,3,3,2,1,4,4,1,1,1,0,0,1,0,0.04507762075854721,AI/ML Engineer
469,84.9,97.5,75.7,100.0,3,1,2,1,3,0,0,3,3,3,2,3,4,1,0,1,0,0,0,0,0.5124869028460907,AI/ML Engineer
470,89.9,78.8,49.2,90.1,3,1,2,1,3,0,1,2,3,4,2,3,4,1,0,1,0,0,0,1,0.5722341513094513,AI/ML Engineer
471,94.2,94.3,67.2,77.3,3,0,1,1,3,1,1,3,4,4,1,3,3,1,0,1,0,0,0,0,0.5566360552550624,AI/ML Engineer
472,93.0,81.8,42.0,94.9,3,2,2,0,3,1,2,3,3,2,2,4,4,1,0,1,0,1,1,1,0.3199822854057391,AI/ML Engineer
473,89.8,86.4,24.5,84.4,3,1,1,0,3,0,2,2,3,3,2,3,4,1,0,1,0,0,0,0,0.5474467174059977,AI/ML Engineer
474,91.9,79.2,74.4,95.4,3,3,1,1,3,0,2,3,3,4,2,3,5,0,0,1,0,0,0,1,0.40374434450717395,AI/ML Engineer
475,93.8,80.3,67.3,86.8,3,1,0,1,3,0,2,3,3,3,3,3,4,1,1,1,0,0,0,0,0.4055423045527654,AI/ML Engineer
476,92.0,69.5,50.3,85.7,3,1,1,1,3,0,3,3,4,4,2,4,4,1,0,1,0,1,0,1,0.45000009987474915,AI/ML Engineer
477,96.2,91.2,87.7,88.1,3,0,2,1,3,0,2,3,3,2,1,4,4,1,1,0,1,0,1,0,0.5588856265091577,AI/ML Engineer
478,93.3,85.3,62.4,95.5,3,0,0,0,3,0,1,3,3,3,1,3,4,1,0,1,1,0,0,0,0.36984343399480196,AI/ML Engineer
479,97.4,88.2,64.2,81.6,3,1,1,2,3,1,2,3,2,3,2,3,4,1,0,1,0,0,0,0,0.5850589338418093,AI/ML Engineer
480,96.7,85.4,56.7,87.1,3,2,2,1,3,0,2,3,3,2,3,4,4,1,0,1,0,0,0,0,0.43325369867341085,AI/ML Engineer
481,86.8,85.8,62.3,93.2,3,2,0,2,3,0,2,3,2,2,2,4,4,1,0,1,0,0,0,0,0.4285059973258898,AI/ML Engineer
482,94.0,80.8,56.2,94.3,3,0,1,2,3,0,2,3,4,3,2,3,4,1,1,1,0,0,0,0,0.397473652290765,AI/ML Engineer
483,87.4,97.2,61.2,100.0,3,0,1,1,3,0,2,3,3,4,2,3,4,1,0,1,0,0,0,0,0.3686973981292837,AI/ML Engineer
484,91.9,73.2,51.8,74.6,3,1,2,0,3,0,2,3,3,3,1,2,4,1,0,1,0,0,0,0,0.47703593936952443,AI/ML Engineer
485,87.5,81.9,72.1,91.5,3,0,3,1,3,0,2,3,4,3,1,3,4,1,0,1,0,0,0,0,0.6335848405870277,AI/ML Engineer
486,85.1,85.6,63.8,75.9,3,1,2,1,3,0,2,3,2,5,2,3,4,1,0,1,0,0,0,0,0.3047359977710992,AI/ML Engineer
487,99.1,93.5,77.1,88.8,3,0,1,2,3,1,3,3,4,1,1,2,4,1,0,1,0,0,1,0,0.4704394426778843,AI/ML Engineer
488,100.0,79.0,71.1,100.0,3,2,2,1,3,0,3,3,2,3,1,3,4,1,0,1,0,0,0,0,0.7058329000715599,AI/ML Engineer
489,94.5,68.9,66.4,79.1,3,0,0,2,3,0,2,3,3,3,3,3,4,1,0,1,0,0,0,0,0.4232569527727264,AI/ML Engineer
490,98.6,81.6,71.3,83.8,3,1,0,1,3,0,2,3,4,3,4,3,3,1,0,1,0,0,0,1,0.3880676376134033,AI/ML Engineer
491,88.7,76.4,55.3,89.8,3,0,1,3,3,0,2,3,3,4,2,4,4,1,0,1,0,0,0,0,0.6188250329581885,AI/ML Engineer
492,92.8,73.7,36.5,99.8,3,2,2,2,3,0,2,3,3,2,2,4,5,1,0,1,0,0,0,0,0.42799180658473046,AI/ML Engineer
493,93.2,92.9,82.9,85.6,3,2,0,1,3,1,2,3,2,3,3,3,4,1,0,1,0,0,0,0,0.3069438532707381,AI/ML Engineer
494,95.0,73.3,42.6,72.1,2,1,0,0,3,0,3,3,3,4,3,3,5,1,0,1,0,0,0,0,0.3267506992428724,AI/ML Engineer
495,94.6,73.4,72.2,93.0,3,2,1,2,3,0,3,3,5,3,3,3,4,1,0,1,1,0,0,1,0.1693001598547842,AI/ML Engineer
496,84.1,82.3,43.3,77.5,3,2,1,1,3,0,2,2,1,2,2,4,4,1,1,1,1,0,0,0,0.5001564844260071,AI/ML Engineer
497,91.9,84.1,63.7,87.1,3,1,1,0,3,0,2,3,2,3,2,4,4,1,0,0,0,0,0,0,0.67924940708495,AI/ML Engineer
498,85.6,84.0,52.6,86.5,3,1,1,1,3,1,2,3,3,3,1,3,3,1,0,1,0,0,0,0,0.10052847242101998,AI/ML Engineer
499,82.7,97.0,83.9,88.2,3,1,0,0,3,0,2,3,3,3,2,3,3,1,0,1,0,0,0,0,0.45225479144151837,AI/ML Engineer
500,100.0,83.2,73.6,97.2,3,1,2,1,3,0,2,3,3,2,2,4,4,1,0,1,1,0,0,0,0.29573746043245347,AI/ML Engineer
501,100.0,85.8,72.2,80.2,3,1,1,1,3,0,1,3,3,3,3,3,4,1,0,1,1,0,0,0,0.07118697687904796,AI/ML Engineer
502,85.5,87.0,40.7,81.9,3,1,1,1,3,1,2,3,2,4,2,3,4,1,1,1,0,0,0,0,0.38465198992271965,AI/ML Engineer
503,90.0,85.6,65.5,94.1,3,1,1,0,3,2,1,3,3,3,2,3,3,1,0,1,0,0,0,0,0.5755757208798007,AI/ML Engineer
504,100.0,90.3,64.6,84.4,3,1,2,0,3,0,2,3,3,4,3,4,4,1,0,1,0,0,0,0,0.33864750395845294,AI/ML Engineer
505,89.7,87.1,74.5,83.4,3,2,2,2,3,0,3,3,3,2,1,2,5,1,0,1,0,1,1,0,0.037118977196887504,AI/ML Engineer
506,88.7,88.8,68.5,84.3,3,1,0,2,3,0,2,3,3,3,1,4,3,1,0,1,0,0,0,0,0.4285031215947657,AI/ML Engineer
507,93.2,73.7,69.3,100.0,3,1,0,1,3,1,2,3,5,4,2,2,4,1,0,1,0,0,0,1,0.27795258515739774,AI/ML Engineer
508,78.9,79.0,46.1,100.0,3,3,1,1,3,0,1,3,4,4,2,3,5,1,0,1,0,0,1,0,0.594446373935406,AI/ML Engineer
509,91.3,84.4,80.7,82.3,3,0,2,0,3,0,2,3,4,3,3,3,4,1,0,1,0,0,0,0,0.3505625430770509,AI/ML Engineer
510,82.7,84.0,83.5,78.5,3,0,0,1,3,0,3,3,3,3,4,4,4,1,0,1,0,0,1,0,0.4171938757084467,AI/ML Engineer
511,87.2,84.5,55.3,100.0,3,1,2,0,3,0,2,3,4,3,3,3,4,1,0,0,1,0,1,0,0.4443334825348248,AI/ML Engineer
512,91.3,84.9,50.1,84.9,3,2,1,1,3,0,2,3,3,3,1,3,4,1,0,1,0,0,0,0,0.17281696592147336,AI/ML Engineer
513,99.0,80.8,88.5,90.5,3,1,1,1,3,0,1,3,2,2,2,4,4,1,0,1,0,0,0,0,0.5251458484055949,AI/ML Engineer
514,85.8,90.5,69.0,89.3,3,2,2,0,3,0,2,3,3,2,1,5,4,1,0,1,0,0,0,0,0.10822065851990681,AI/ML Engineer
515,91.4,73.8,71.2,100.0,3,1,0,0,3,1,2,3,4,3,1,3,4,1,0,0,0,0,0,0,0.42261434294371525,AI/ML Engineer
516,97.8,92.7,69.2,90.5,3,1,1,2,3,0,1,2,3,4,1,4,4,1,0,1,0,0,0,0,0.49251655024174773,AI/ML Engineer
517,93.9,89.3,54.7,87.4,3,1,3,0,3,0,1,3,4,4,3,5,4,1,1,1,0,0,0,0,0.3205361739261918,AI/ML Engineer
518,82.8,99.1,62.5,87.3,3,2,2,2,3,1,2,3,3,3,2,4,4,1,0,1,0,0,1,0,0.328022350018759,AI/ML Engineer
519,93.2,93.2,62.4,90.1,3,0,2,1,3,1,2,3,3,2,2,3,4,1,1,1,0,0,0,1,0.2243995233245043,AI/ML Engineer
520,87.8,81.8,70.8,93.3,3,0,1,1,3,1,2,3,4,4,4,4,4,1,0,1,0,0,0,0,0.5587473781298702,AI/ML Engineer
521,99.0,83.0,72.5,94.6,2,1,2,1,3,0,2,3,2,3,2,3,3,1,0,1,0,0,0,0,0.22285723532878196,AI/ML Engineer
522,96.5,79.2,74.6,80.7,3,0,0,0,3,0,3,3,3,4,2,3,4,1,0,1,0,0,0,0,0.33573980039090334,AI/ML Engineer
523,90.5,89.7,73.9,93.4,3,1,1,0,3,0,2,2,3,4,2,5,4,1,1,1,0,0,1,0,0.36583692549196956,AI/ML Engineer
524,87.2,85.8,56.7,98.3,3,2,1,1,3,1,2,3,3,1,1,2,4,1,0,1,0,0,0,0,0.6019522080120009,AI/ML Engineer
525,88.8,86.4,80.4,86.6,3,0,0,2,3,0,2,3,3,3,3,4,3,1,1,1,0,0,0,0,0.4691389096714436,AI/ML Engineer
526,90.2,85.7,51.5,94.6,3,0,0,1,3,0,1,3,3,3,2,2,4,1,0,1,0,0,1,0,0.26121659364835664,AI/ML Engineer
527,90.3,88.4,83.3,94.1,3,0,1,1,3,1,2,3,3,2,2,3,4,1,0,1,0,0,0,0,0.5785588517034865,AI/ML Engineer
528,93.1,92.4,62.7,91.8,3,1,2,1,3,0,1,3,2,3,2,3,4,1,1,1,1,0,0,0,0.3509678611384425,AI/ML Engineer
529,87.3,85.9,60.7,94.7,3,1,1,2,3,0,2,3,2,3,1,3,4,1,0,1,0,0,0,0,0.6199815842070067,AI/ML Engineer
530,100.0,77.6,62.5,83.9,3,0,1,1,3,0,2,3,2,3,3,3,4,1,0,1,1,0,1,0,0.45584676270956426,AI/ML Engineer
531,85.3,73.4,63.9,86.1,3,1,0,1,3,0,1,3,2,3,2,2,4,1,0,0,0,0,0,0,0.25317205480821625,AI/ML Engineer
532,95.5,90.6,100.0,78.3,3,1,1,2,3,0,2,2,1,3,2,3,5,1,0,1,0,0,0,0,0.4363990474443674,AI/ML Engineer
533,93.7,91.4,40.4,90.5,3,2,0,2,3,0,3,3,3,3,2,3,4,1,0,1,0,0,0,0,0.4133149650861777,AI/ML Engineer
534,93.8,85.2,64.9,92.1,3,1,2,1,3,0,1,3,3,4,2,3,5,1,0,1,0,0,1,0,0.3450943193521268,AI/ML Engineer
535,100.0,74.1,83.1,91.1,3,2,2,1,3,0,2,3,2,3,2,3,4,1,0,1,1,0,0,0,0.37140287239491343,AI/ML Engineer
536,88.7,78.9,66.2,82.0,3,0,1,2,3,1,2,3,4,4,3,3,4,1,0,0,0,1,0,1,0.4808496685799837,AI/ML Engineer
537,87.9,93.9,82.1,86.9,3,1,1,1,3,0,2,3,3,2,5,4,4,1,0,1,0,0,1,0,0.550354691329626,AI/ML Engineer
538,76.2,77.9,71.0,89.3,3,0,1,1,3,0,2,3,2,4,4,4,4,1,0,1,0,0,0,0,0.16873787993073536,AI/ML Engineer
539,82.7,97.0,79.3,85.8,3,1,2,0,3,0,1,3,2,3,1,3,4,1,0,1,0,0,1,0,0.2962899030746456,AI/ML Engineer
540,100.0,87.6,66.9,83.7,3,1,0,2,3,0,2,3,3,2,1,2,4,1,0,1,0,0,0,0,0.47298346013202824,AI/ML Engineer
541,86.1,92.8,70.4,100.0,3,1,3,1,3,0,1,3,4,2,2,3,4,1,0,1,0,0,1,1,0.15673469530932577,AI/ML Engineer
542,89.2,98.7,50.2,91.1,3,2,0,0,3,0,3,3,3,3,1,3,3,1,0,1,0,0,0,0,0.5564985521391785,AI/ML Engineer
543,85.9,80.2,69.7,90.9,3,0,1,1,3,0,3,3,2,2,3,4,4,1,0,1,0,1,0,0,0.35091509553606637,AI/ML Engineer
544,75.2,85.7,54.1,94.5,3,1,1,1,3,0,3,3,3,3,2,3,4,1,1,1,0,0,0,0,0.1088578769505616,AI/ML Engineer
545,85.8,86.4,66.6,86.2,3,1,1,1,3,0,1,3,3,4,2,3,4,1,1,1,0,0,0,1,0.5378223884744364,AI/ML Engineer
546,89.2,81.8,98.3,74.1,3,3,2,1,3,1,3,2,3,2,1,2,4,1,0,1,0,0,0,0,0.5070478765889326,AI/ML Engineer
547,97.7,84.9,78.6,77.4,3,2,0,2,3,0,1,3,2,4,3,2,5,1,0,1,0,0,0,0,0.45472927203262786,AI/ML Engineer
548,86.7,76.5,80.3,96.4,3,2,0,0,3,0,2,3,4,3,1,4,4,1,0,1,0,0,0,0,0.4360987324701178,AI/ML Engineer
549,86.6,91.3,74.8,72.8,3,0,1,1,3,0,3,2,4,3,2,3,5,0,0,0,0,1,1,0,0.23535322547921106,AI/ML Engineer
550,88.2,82.7,42.3,81.7,3,1,1,1,3,1,1,3,4,2,1,3,5,1,0,1,0,0,0,1,0.27382009438579,AI/ML Engineer
551,95.1,80.4,67.0,97.9,3,2,2,1,3,1,1,3,4,2,1,4,4,1,0,1,0,0,0,0,0.4848180365975654,AI/ML Engineer
552,91.9,79.6,52.2,85.1,3,0,2,1,3,1,3,3,3,4,1,2,4,0,0,0,1,0,0,0,0.4632135782980987,AI/ML Engineer
553,98.1,89.3,77.4,85.0,3,0,1,1,3,0,2,3,3,3,2,2,4,1,0,1,0,0,0,0,0.5155678560616841,AI/ML Engineer
554,79.2,87.6,46.2,89.2,3,1,0,1,3,0,2,3,3,4,2,4,4,1,0,1,0,0,0,1,0.8315563754005288,AI/ML Engineer
555,94.1,65.2,77.6,84.0,3,2,1,2,3,0,2,3,3,2,2,3,4,1,1,1,1,0,1,0,0.5834069754231911,AI/ML Engineer
556,84.6,90.2,69.7,79.6,3,1,2,0,3,1,3,3,3,3,3,3,4,1,0,1,0,0,0,0,0.45257645588773376,AI/ML Engineer
557,86.2,94.2,58.0,92.1,3,2,1,2,3,0,2,3,3,3,2,5,4,1,0,0,0,0,0,0,0.5969136702210641,AI/ML Engineer
558,80.9,80.3,82.1,76.1,3,2,3,2,3,0,2,3,4,3,3,5,4,1,0,1,0,0,0,0,0.4348502441383981,AI/ML Engineer
